level,levelNameEnglish,levelNameArabic,day,dayTheme,situationNo,sceneId,targetPhraseId,situationContext,friendlyLatin,darijaArabicSupport,englishMeaning,possibleMoroccanReply,cultureNoteEnglish,pronunciationParts,imagePromptSeed,videoActionSeed,sourceKeys,status,mediaRule
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,23,مراجعة أسبوع 3: ضيافة + خدمة,1,L02-D23-S01,L02-D23-P01,Review service problem.,l-wifi ma khdamsh,الويفي ما خدامش,The Wi‑Fi is not working.,daba nshufu,Combines amenity + problem pattern.,l-wifi / ma / khdamsh,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 23: مراجعة أسبوع 3: ضيافة + خدمة. Show a foreign learner politely handling this situation: Review service problem.. Visual focus: the phrase 'l-wifi ma khdamsh' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'مراجعة أسبوع 3: ضيافة + خدمة'. Trigger: Review service problem.. Learner says 'l-wifi ma khdamsh'. Moroccan host/staff replies 'daba nshufu'. End with clear action showing the problem/request resolved.,daily_darija_hotel,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,23,مراجعة أسبوع 3: ضيافة + خدمة,2,L02-D23-S02,L02-D23-P02,Review room supply request.,bghit manshfa okhra,بغيت منشفة أخرى,I would like another towel.,wakha,Essential polite request pattern.,bghit / manshfa / okhra,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 23: مراجعة أسبوع 3: ضيافة + خدمة. Show a foreign learner politely handling this situation: Review room supply request.. Visual focus: the phrase 'bghit manshfa okhra' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'مراجعة أسبوع 3: ضيافة + خدمة'. Trigger: Review room supply request.. Learner says 'bghit manshfa okhra'. Moroccan host/staff replies 'wakha'. End with clear action showing the problem/request resolved.,bewildered_hotel_riad,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,23,مراجعة أسبوع 3: ضيافة + خدمة,3,L02-D23-S03,L02-D23-P03,Review compliment.,l-makla bnina bzaf,الماكلة بنينة بزاف,The food is very delicious.,bsaha,Positive feedback belongs with hospitality.,l-makla / bnina / bzaf,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 23: مراجعة أسبوع 3: ضيافة + خدمة. Show a foreign learner politely handling this situation: Review compliment.. Visual focus: the phrase 'l-makla bnina bzaf' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'مراجعة أسبوع 3: ضيافة + خدمة'. Trigger: Review compliment.. Learner says 'l-makla bnina bzaf'. Moroccan host/staff replies 'bsaha'. End with clear action showing the problem/request resolved.,food_etiquette,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,23,مراجعة أسبوع 3: ضيافة + خدمة,4,L02-D23-S04,L02-D23-P04,Review stay extension.,nqder nzid lila?,نقدر نزيد ليلة؟,Can I add one night?,nshufu,Practical accommodation management.,nqder / nzid / lila,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 23: مراجعة أسبوع 3: ضيافة + خدمة. Show a foreign learner politely handling this situation: Review stay extension.. Visual focus: the phrase 'nqder nzid lila?' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'مراجعة أسبوع 3: ضيافة + خدمة'. Trigger: Review stay extension.. Learner says 'nqder nzid lila?'. Moroccan host/staff replies 'nshufu'. End with clear action showing the problem/request resolved.,gateway_accommodation,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,23,مراجعة أسبوع 3: ضيافة + خدمة,5,L02-D23-S05,L02-D23-P05,Review direction from the riad.,fin l-medina aafak?,فين المدينة عافاك؟,"Where is the medina, please?",sir nishan,Connects guest stay with local navigation.,fin / l-medina / aafak,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 23: مراجعة أسبوع 3: ضيافة + خدمة. Show a foreign learner politely handling this situation: Review direction from the riad.. Visual focus: the phrase 'fin l-medina aafak?' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'مراجعة أسبوع 3: ضيافة + خدمة'. Trigger: Review direction from the riad.. Learner says 'fin l-medina aafak?'. Moroccan host/staff replies 'sir nishan'. End with clear action showing the problem/request resolved.,first_time_wifi_whatsapp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,24,موقف سوء فهم مع المضيف,1,L02-D24-S01,L02-D24-P01,The host says something fast and learner does not understand.,"ma fhemtsh, smeh lia",ما فهمتش، سمح ليا,"I did not understand, sorry.",ma mushkil,A safe repair phrase for any conversation.,ma fhemtsh / smeh lia,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 24: موقف سوء فهم مع المضيف. Show a foreign learner politely handling this situation: The host says something fast and learner does not understand.. Visual focus: the phrase 'ma fhemtsh, smeh lia' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'موقف سوء فهم مع المضيف'. Trigger: The host says something fast and learner does not understand.. Learner says 'ma fhemtsh, smeh lia'. Moroccan host/staff replies 'ma mushkil'. End with clear action showing the problem/request resolved.",darija_polite,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,24,موقف سوء فهم مع المضيف,2,L02-D24-S02,L02-D24-P02,The learner asks for repetition.,aawed aafak,عاود عافاك,"Repeat, please.",wakha,Repair strategies prevent panic in real interactions.,aawed / aafak,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 24: موقف سوء فهم مع المضيف. Show a foreign learner politely handling this situation: The learner asks for repetition.. Visual focus: the phrase 'aawed aafak' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'موقف سوء فهم مع المضيف'. Trigger: The learner asks for repetition.. Learner says 'aawed aafak'. Moroccan host/staff replies 'wakha'. End with clear action showing the problem/request resolved.,darija_polite,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,24,موقف سوء فهم مع المضيف,3,L02-D24-S03,L02-D24-P03,The learner asks host to slow down.,hder b-shwiya aafak,هضر بشوية عافاك,"Speak slowly, please.",wakha,Slow-speech request is essential beyond Level 1.,hder / b-shwiya / aafak,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 24: موقف سوء فهم مع المضيف. Show a foreign learner politely handling this situation: The learner asks host to slow down.. Visual focus: the phrase 'hder b-shwiya aafak' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'موقف سوء فهم مع المضيف'. Trigger: The learner asks host to slow down.. Learner says 'hder b-shwiya aafak'. Moroccan host/staff replies 'wakha'. End with clear action showing the problem/request resolved.,darija_polite,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,24,موقف سوء فهم مع المضيف,4,L02-D24-S04,L02-D24-P04,The learner clarifies timing.,wash t3ni daba?,واش تعني دابا؟,Do you mean now?,"iyeh, daba",Clarifying one element is better than full translation.,wash / t3ni / daba,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 24: موقف سوء فهم مع المضيف. Show a foreign learner politely handling this situation: The learner clarifies timing.. Visual focus: the phrase 'wash t3ni daba?' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'موقف سوء فهم مع المضيف'. Trigger: The learner clarifies timing.. Learner says 'wash t3ni daba?'. Moroccan host/staff replies 'iyeh, daba'. End with clear action showing the problem/request resolved.",daily_hospitality,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,24,موقف سوء فهم مع المضيف,5,L02-D24-S05,L02-D24-P05,The misunderstanding is resolved.,"wakha, daba fhemt",واخا، دابا فهمت,"Okay, now I understood.",mzyan,Closing the repair confirms communication success.,wakha / daba fhemt,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 24: موقف سوء فهم مع المضيف. Show a foreign learner politely handling this situation: The misunderstanding is resolved.. Visual focus: the phrase 'wakha, daba fhemt' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'موقف سوء فهم مع المضيف'. Trigger: The misunderstanding is resolved.. Learner says 'wakha, daba fhemt'. Moroccan host/staff replies 'mzyan'. End with clear action showing the problem/request resolved.",darija_polite,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,25,التعامل مع تأخر الفطور أو التنظيف,1,L02-D25-S01,L02-D25-P01,Breakfast is late and learner asks gently.,l-ftor mazal ma jash,الفطور مازال ما جاش,Breakfast has not come yet.,"smeh lia, daba yji",Use “mazal” to report without sounding angry.,l-ftor mazal / ma jash,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 25: التعامل مع تأخر الفطور أو التنظيف. Show a foreign learner politely handling this situation: Breakfast is late and learner asks gently.. Visual focus: the phrase 'l-ftor mazal ma jash' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'التعامل مع تأخر الفطور أو التنظيف'. Trigger: Breakfast is late and learner asks gently.. Learner says 'l-ftor mazal ma jash'. Moroccan host/staff replies 'smeh lia, daba yji'. End with clear action showing the problem/request resolved.",bewildered_hotel_riad,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,25,التعامل مع تأخر الفطور أو التنظيف,2,L02-D25-S02,L02-D25-P02,The learner asks timing without complaint.,wash l-ftor qrib?,واش الفطور قريب؟,Is breakfast soon?,"iyeh, qrib",Soft timing question fits hospitality.,wash / l-ftor / qrib,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 25: التعامل مع تأخر الفطور أو التنظيف. Show a foreign learner politely handling this situation: The learner asks timing without complaint.. Visual focus: the phrase 'wash l-ftor qrib?' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'التعامل مع تأخر الفطور أو التنظيف'. Trigger: The learner asks timing without complaint.. Learner says 'wash l-ftor qrib?'. Moroccan host/staff replies 'iyeh, qrib'. End with clear action showing the problem/request resolved.",daily_darija_hotel,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,25,التعامل مع تأخر الفطور أو التنظيف,3,L02-D25-S03,L02-D25-P03,The room cleaning is delayed.,l-bit mazal ma tnqash,البيت مازال ما تنقاش,The room has not been cleaned yet.,daba tji l-khdama,Useful service issue language.,l-bit mazal / ma tnqash,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 25: التعامل مع تأخر الفطور أو التنظيف. Show a foreign learner politely handling this situation: The room cleaning is delayed.. Visual focus: the phrase 'l-bit mazal ma tnqash' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'التعامل مع تأخر الفطور أو التنظيف'. Trigger: The room cleaning is delayed.. Learner says 'l-bit mazal ma tnqash'. Moroccan host/staff replies 'daba tji l-khdama'. End with clear action showing the problem/request resolved.,daily_hospitality,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,25,التعامل مع تأخر الفطور أو التنظيف,4,L02-D25-S04,L02-D25-P04,The learner asks when cleaning will happen.,imta tji l-khdama?,إيمتا تجي الخدامة؟,When will the housekeeper come?,mn b3d shwiya,A specific time question avoids vague frustration.,imta / tji / l-khdama,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 25: التعامل مع تأخر الفطور أو التنظيف. Show a foreign learner politely handling this situation: The learner asks when cleaning will happen.. Visual focus: the phrase 'imta tji l-khdama?' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'التعامل مع تأخر الفطور أو التنظيف'. Trigger: The learner asks when cleaning will happen.. Learner says 'imta tji l-khdama?'. Moroccan host/staff replies 'mn b3d shwiya'. End with clear action showing the problem/request resolved.,daily_hospitality,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,25,التعامل مع تأخر الفطور أو التنظيف,5,L02-D25-S05,L02-D25-P05,The learner accepts delay politely.,"la mushkil, ghadi ntsenna",لا مشكل، غادي نتسنى,"No problem, I will wait.",shukran bzaf,Patience phrase keeps tone friendly.,la mushkil / ghadi ntsenna,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 25: التعامل مع تأخر الفطور أو التنظيف. Show a foreign learner politely handling this situation: The learner accepts delay politely.. Visual focus: the phrase 'la mushkil, ghadi ntsenna' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'التعامل مع تأخر الفطور أو التنظيف'. Trigger: The learner accepts delay politely.. Learner says 'la mushkil, ghadi ntsenna'. Moroccan host/staff replies 'shukran bzaf'. End with clear action showing the problem/request resolved.",daily_hospitality,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,26,طلب خصوصية باحترام,1,L02-D26-S01,L02-D26-P01,The learner needs private time in the room.,bghit shwiya dyal l-khousousiya,بغيت شوية ديال الخصوصية,I would like a little privacy.,wakha,Direct but polite privacy language is important in guest spaces.,bghit shwiya / dyal l-khousousiya,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 26: طلب خصوصية باحترام. Show a foreign learner politely handling this situation: The learner needs private time in the room.. Visual focus: the phrase 'bghit shwiya dyal l-khousousiya' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'طلب خصوصية باحترام'. Trigger: The learner needs private time in the room.. Learner says 'bghit shwiya dyal l-khousousiya'. Moroccan host/staff replies 'wakha'. End with clear action showing the problem/request resolved.,daily_hospitality,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,26,طلب خصوصية باحترام,2,L02-D26-S02,L02-D26-P02,Staff wants to enter; learner asks them not to enter now.,ma bghitsh tdkhlo daba aafak,ما بغيتش تدخلو دابا عافاك,"I do not want you to come in now, please.","wakha, mn b3d",Useful for cleaning/maintenance timing.,ma bghitsh / tdkhlo daba / aafak,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 26: طلب خصوصية باحترام. Show a foreign learner politely handling this situation: Staff wants to enter; learner asks them not to enter now.. Visual focus: the phrase 'ma bghitsh tdkhlo daba aafak' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'طلب خصوصية باحترام'. Trigger: Staff wants to enter; learner asks them not to enter now.. Learner says 'ma bghitsh tdkhlo daba aafak'. Moroccan host/staff replies 'wakha, mn b3d'. End with clear action showing the problem/request resolved.",bewildered_hotel_riad,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,26,طلب خصوصية باحترام,3,L02-D26-S03,L02-D26-P03,The learner explains they need rest.,nqder nrtah shwiya?,نقدر نرتاح شوية؟,Can I rest a little?,"iyeh, tfdal",Giving a reason softens privacy requests.,nqder / nrtah / shwiya,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 26: طلب خصوصية باحترام. Show a foreign learner politely handling this situation: The learner explains they need rest.. Visual focus: the phrase 'nqder nrtah shwiya?' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'طلب خصوصية باحترام'. Trigger: The learner explains they need rest.. Learner says 'nqder nrtah shwiya?'. Moroccan host/staff replies 'iyeh, tfdal'. End with clear action showing the problem/request resolved.",daily_hospitality,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,26,طلب خصوصية باحترام,4,L02-D26-S04,L02-D26-P04,The learner postpones a service politely.,"ila mumkin, mn b3d",إلا ممكن، من بعد,"If possible, later.",wakha,Short polite delay phrase works in many contexts.,ila mumkin / mn b3d,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 26: طلب خصوصية باحترام. Show a foreign learner politely handling this situation: The learner postpones a service politely.. Visual focus: the phrase 'ila mumkin, mn b3d' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'طلب خصوصية باحترام'. Trigger: The learner postpones a service politely.. Learner says 'ila mumkin, mn b3d'. Moroccan host/staff replies 'wakha'. End with clear action showing the problem/request resolved.",darija_polite,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,26,طلب خصوصية باحترام,5,L02-D26-S05,L02-D26-P05,The staff agrees and learner closes respectfully.,shukran ala tfahom,شكرا على التفهم,Thank you for understanding.,bla jmil,Thanking for understanding avoids awkwardness.,shukran / ala / tfahom,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 26: طلب خصوصية باحترام. Show a foreign learner politely handling this situation: The staff agrees and learner closes respectfully.. Visual focus: the phrase 'shukran ala tfahom' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'طلب خصوصية باحترام'. Trigger: The staff agrees and learner closes respectfully.. Learner says 'shukran ala tfahom'. Moroccan host/staff replies 'bla jmil'. End with clear action showing the problem/request resolved.,daily_hospitality,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,27,دعوة لزيارة بيت مغربي,1,L02-D27-S01,L02-D27-P01,The learner is invited to a Moroccan home.,shukran ala d-daawa,شكرا على الدعوة,Thank you for the invitation.,mrehba bik,Acknowledging invitation is central to guest etiquette.,shukran / ala / d-daawa,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 27: دعوة لزيارة بيت مغربي. Show a foreign learner politely handling this situation: The learner is invited to a Moroccan home.. Visual focus: the phrase 'shukran ala d-daawa' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'دعوة لزيارة بيت مغربي'. Trigger: The learner is invited to a Moroccan home.. Learner says 'shukran ala d-daawa'. Moroccan host/staff replies 'mrehba bik'. End with clear action showing the problem/request resolved.,daily_hospitality,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,27,دعوة لزيارة بيت مغربي,2,L02-D27-S02,L02-D27-P02,The learner confirms they can join the visit.,nqder nji m3akom?,نقدر نجي معاكم؟,Can I come with you?,"iyeh, mrehba",Permission/confirmation protects social boundaries.,nqder / nji / m3akom,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 27: دعوة لزيارة بيت مغربي. Show a foreign learner politely handling this situation: The learner confirms they can join the visit.. Visual focus: the phrase 'nqder nji m3akom?' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'دعوة لزيارة بيت مغربي'. Trigger: The learner confirms they can join the visit.. Learner says 'nqder nji m3akom?'. Moroccan host/staff replies 'iyeh, mrehba'. End with clear action showing the problem/request resolved.",food_etiquette,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,27,دعوة لزيارة بيت مغربي,3,L02-D27-S03,L02-D27-P03,The learner asks what gift/thing to bring.,shno njib m3aya?,شنو نجيب معايا؟,What should I bring with me?,ma tjib walo,Guests may ask this to avoid arriving empty-handed or awkward.,shno / njib / m3aya,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 27: دعوة لزيارة بيت مغربي. Show a foreign learner politely handling this situation: The learner asks what gift/thing to bring.. Visual focus: the phrase 'shno njib m3aya?' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'دعوة لزيارة بيت مغربي'. Trigger: The learner asks what gift/thing to bring.. Learner says 'shno njib m3aya?'. Moroccan host/staff replies 'ma tjib walo'. End with clear action showing the problem/request resolved.,daily_hospitality,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,27,دعوة لزيارة بيت مغربي,4,L02-D27-S04,L02-D27-P04,The learner proposes a simple gift.,nqder njib halwa?,نقدر نجيب حلوى؟,Can I bring sweets?,"iyeh, ila bghiti",Sweets are a safe social gift in many contexts.,nqder / njib / halwa,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 27: دعوة لزيارة بيت مغربي. Show a foreign learner politely handling this situation: The learner proposes a simple gift.. Visual focus: the phrase 'nqder njib halwa?' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'دعوة لزيارة بيت مغربي'. Trigger: The learner proposes a simple gift.. Learner says 'nqder njib halwa?'. Moroccan host/staff replies 'iyeh, ila bghiti'. End with clear action showing the problem/request resolved.",food_etiquette,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,27,دعوة لزيارة بيت مغربي,5,L02-D27-S05,L02-D27-P05,The learner closes a social invitation warmly.,tsharrafna bikom,تشرفنا بكم,It was an honor to meet you.,hna li tsharrafna,A more social phrase marks progress beyond survival travel.,tsharrafna / bikom,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 27: دعوة لزيارة بيت مغربي. Show a foreign learner politely handling this situation: The learner closes a social invitation warmly.. Visual focus: the phrase 'tsharrafna bikom' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'دعوة لزيارة بيت مغربي'. Trigger: The learner closes a social invitation warmly.. Learner says 'tsharrafna bikom'. Moroccan host/staff replies 'hna li tsharrafna'. End with clear action showing the problem/request resolved.,daily_hospitality,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,28,مغادرة المكان مع شكر,1,L02-D28-S01,L02-D28-P01,The learner announces they are leaving.,ghadi nmshi daba,غادي نمشي دابا,I am going to leave now.,bslama,Clear leave-taking is polite in homes/riads.,ghadi / nmshi / daba,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 28: مغادرة المكان مع شكر. Show a foreign learner politely handling this situation: The learner announces they are leaving.. Visual focus: the phrase 'ghadi nmshi daba' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'مغادرة المكان مع شكر'. Trigger: The learner announces they are leaving.. Learner says 'ghadi nmshi daba'. Moroccan host/staff replies 'bslama'. End with clear action showing the problem/request resolved.,daily_hospitality,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,28,مغادرة المكان مع شكر,2,L02-D28-S02,L02-D28-P02,The learner thanks the host before leaving.,shukran ala diyafa,شكرا على الضيافة,Thank you for the hospitality.,mrehba bik dima,This phrase is directly tied to Moroccan guest etiquette.,shukran / ala / diyafa,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 28: مغادرة المكان مع شكر. Show a foreign learner politely handling this situation: The learner thanks the host before leaving.. Visual focus: the phrase 'shukran ala diyafa' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'مغادرة المكان مع شكر'. Trigger: The learner thanks the host before leaving.. Learner says 'shukran ala diyafa'. Moroccan host/staff replies 'mrehba bik dima'. End with clear action showing the problem/request resolved.,daily_hospitality,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,28,مغادرة المكان مع شكر,3,L02-D28-S03,L02-D28-P03,The learner gives final positive feedback.,kolshi kan zwin,كلشي كان زوين,Everything was good.,lah ykhalik,Positive closure matters in hospitality settings.,kolshi / kan / zwin,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 28: مغادرة المكان مع شكر. Show a foreign learner politely handling this situation: The learner gives final positive feedback.. Visual focus: the phrase 'kolshi kan zwin' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'مغادرة المكان مع شكر'. Trigger: The learner gives final positive feedback.. Learner says 'kolshi kan zwin'. Moroccan host/staff replies 'lah ykhalik'. End with clear action showing the problem/request resolved.,daily_hospitality,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
