level,levelNameEnglish,levelNameArabic,day,dayTheme,situation1,situation2,situation3,situation4,situation5,dayPromise,dayMediaLogic
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,21,طلب اتجاه من داخل الرياض,فتح الموقف — طلب اتجاه من داخل الرياض,طلب أساسي — طلب اتجاه من داخل الرياض,توضيح أو سؤال — طلب اتجاه من داخل الرياض,رد على جواب مغربي — طلب اتجاه من داخل الرياض,إغلاق الموقف — طلب اتجاه من داخل الرياض,في نهاية اليوم يستطيع المتعلم التعامل مع طلب اتجاه من داخل الرياض عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,22,تسليم المفتاح والخروج,فتح الموقف — تسليم المفتاح والخروج,طلب أساسي — تسليم المفتاح والخروج,توضيح أو سؤال — تسليم المفتاح والخروج,رد على جواب مغربي — تسليم المفتاح والخروج,إغلاق الموقف — تسليم المفتاح والخروج,في نهاية اليوم يستطيع المتعلم التعامل مع تسليم المفتاح والخروج عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,23,مراجعة أسبوع 3: ضيافة + خدمة,فتح الموقف — مراجعة أسبوع 3: ضيافة + خدمة,طلب أساسي — مراجعة أسبوع 3: ضيافة + خدمة,توضيح أو سؤال — مراجعة أسبوع 3: ضيافة + خدمة,رد على جواب مغربي — مراجعة أسبوع 3: ضيافة + خدمة,إغلاق الموقف — مراجعة أسبوع 3: ضيافة + خدمة,في نهاية اليوم يستطيع المتعلم التعامل مع مراجعة أسبوع 3: ضيافة + خدمة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,24,موقف سوء فهم مع المضيف,فتح الموقف — موقف سوء فهم مع المضيف,طلب أساسي — موقف سوء فهم مع المضيف,توضيح أو سؤال — موقف سوء فهم مع المضيف,رد على جواب مغربي — موقف سوء فهم مع المضيف,إغلاق الموقف — موقف سوء فهم مع المضيف,في نهاية اليوم يستطيع المتعلم التعامل مع موقف سوء فهم مع المضيف عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,25,التعامل مع تأخر الفطور أو التنظيف,فتح الموقف — التعامل مع تأخر الفطور أو التنظيف,طلب أساسي — التعامل مع تأخر الفطور أو التنظيف,توضيح أو سؤال — التعامل مع تأخر الفطور أو التنظيف,رد على جواب مغربي — التعامل مع تأخر الفطور أو التنظيف,إغلاق الموقف — التعامل مع تأخر الفطور أو التنظيف,في نهاية اليوم يستطيع المتعلم التعامل مع التعامل مع تأخر الفطور أو التنظيف عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,26,طلب خصوصية باحترام,فتح الموقف — طلب خصوصية باحترام,طلب أساسي — طلب خصوصية باحترام,توضيح أو سؤال — طلب خصوصية باحترام,رد على جواب مغربي — طلب خصوصية باحترام,إغلاق الموقف — طلب خصوصية باحترام,في نهاية اليوم يستطيع المتعلم التعامل مع طلب خصوصية باحترام عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,27,دعوة لزيارة بيت مغربي,فتح الموقف — دعوة لزيارة بيت مغربي,طلب أساسي — دعوة لزيارة بيت مغربي,توضيح أو سؤال — دعوة لزيارة بيت مغربي,رد على جواب مغربي — دعوة لزيارة بيت مغربي,إغلاق الموقف — دعوة لزيارة بيت مغربي,في نهاية اليوم يستطيع المتعلم التعامل مع دعوة لزيارة بيت مغربي عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,28,مغادرة المكان مع شكر,فتح الموقف — مغادرة المكان مع شكر,طلب أساسي — مغادرة المكان مع شكر,توضيح أو سؤال — مغادرة المكان مع شكر,رد على جواب مغربي — مغادرة المكان مع شكر,إغلاق الموقف — مغادرة المكان مع شكر,في نهاية اليوم يستطيع المتعلم التعامل مع مغادرة المكان مع شكر عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,29,مراجعة مختلطة للضيافة,فتح الموقف — مراجعة مختلطة للضيافة,طلب أساسي — مراجعة مختلطة للضيافة,توضيح أو سؤال — مراجعة مختلطة للضيافة,رد على جواب مغربي — مراجعة مختلطة للضيافة,إغلاق الموقف — مراجعة مختلطة للضيافة,في نهاية اليوم يستطيع المتعلم التعامل مع مراجعة مختلطة للضيافة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,30,اختبار Level 2: ضيف محترم,فتح الموقف — اختبار Level 2: ضيف محترم,طلب أساسي — اختبار Level 2: ضيف محترم,توضيح أو سؤال — اختبار Level 2: ضيف محترم,رد على جواب مغربي — اختبار Level 2: ضيف محترم,إغلاق الموقف — اختبار Level 2: ضيف محترم,في نهاية اليوم يستطيع المتعلم التعامل مع اختبار Level 2: ضيف محترم عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
3,Café & Daily Social Life,المقهى والحياة اليومية,1,الدخول إلى مقهى مغربي,فتح الموقف — الدخول إلى مقهى مغربي,طلب أساسي — الدخول إلى مقهى مغربي,توضيح أو سؤال — الدخول إلى مقهى مغربي,رد على جواب مغربي — الدخول إلى مقهى مغربي,إغلاق الموقف — الدخول إلى مقهى مغربي,في نهاية اليوم يستطيع المتعلم التعامل مع الدخول إلى مقهى مغربي عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
3,Café & Daily Social Life,المقهى والحياة اليومية,2,اختيار القهوة أو أتاي أو عصير,فتح الموقف — اختيار القهوة أو أتاي أو عصير,طلب أساسي — اختيار القهوة أو أتاي أو عصير,توضيح أو سؤال — اختيار القهوة أو أتاي أو عصير,رد على جواب مغربي — اختيار القهوة أو أتاي أو عصير,إغلاق الموقف — اختيار القهوة أو أتاي أو عصير,في نهاية اليوم يستطيع المتعلم التعامل مع اختيار القهوة أو أتاي أو عصير عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
