level,day,week,lessonTitleArabic,lessonTitleEnglish,phraseId,friendlyLatin,arabic,english,scenario,possibleMoroccanReply,cultureNote,pronunciationParts,imagePromptSeed,videoActionSeed,audioNormal,audioSlow,sceneVideo,scenePoster,sceneVisual,status
4,6,1,الجودة والمادة,Quality and Material,L04-D06-P01,wach l-jawda mzyana?,واش الجودة مزيانة؟,Is the quality good?,Ask if it is good quality.,mzyana bzaf,Quality talk is important in souks; ask politely.,wach / l-jawda / mzyana?,"Realistic Moroccan souk/shopping scene, Level 4 Day 6: الجودة والمادة. Show a foreign learner politely handling this situation: Ask if it is good quality.. Visual focus: the phrase 'wach l-jawda mzyana?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'الجودة والمادة'. Trigger: Ask if it is good quality.. Learner says 'wach l-jawda mzyana?'. Moroccan seller replies 'mzyana bzaf'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day06/l04-d06-p01-normal.mp3,assets/audio/level04/day06/l04-d06-p01-slow.mp3,assets/video/level04/day06/l04-d06-p01-scene.mp4,assets/images/video-posters/level04/day06/l04-d06-p01-poster.webp,assets/images/lesson-scenes/level04/day06/l04-d06-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,6,1,الجودة والمادة,Quality and Material,L04-D06-P02,wach masno3 b l-yed?,واش مصنوع باليد؟,Is it handmade?,Ask if it is handmade.,"iyeh, b l-yed",Handmade items often cost more; ask before bargaining hard.,wach / masno3 / b / l-yed?,"Realistic Moroccan souk/shopping scene, Level 4 Day 6: الجودة والمادة. Show a foreign learner politely handling this situation: Ask if it is handmade.. Visual focus: the phrase 'wach masno3 b l-yed?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.","Short interactive video: learner is in a Moroccan souk/shop during 'الجودة والمادة'. Trigger: Ask if it is handmade.. Learner says 'wach masno3 b l-yed?'. Moroccan seller replies 'iyeh, b l-yed'. End with a clear action showing the shopping interaction resolved.",assets/audio/level04/day06/l04-d06-p02-normal.mp3,assets/audio/level04/day06/l04-d06-p02-slow.mp3,assets/video/level04/day06/l04-d06-p02-scene.mp4,assets/images/video-posters/level04/day06/l04-d06-p02-poster.webp,assets/images/lesson-scenes/level04/day06/l04-d06-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,6,1,الجودة والمادة,Quality and Material,L04-D06-P03,shno had l-madda?,شنو هاد المادة؟,What material is this?,Ask what material it is.,jeld / qoton,"Useful for leather, cotton, ceramic, and metal items.",shno / had / l-madda?,"Realistic Moroccan souk/shopping scene, Level 4 Day 6: الجودة والمادة. Show a foreign learner politely handling this situation: Ask what material it is.. Visual focus: the phrase 'shno had l-madda?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'الجودة والمادة'. Trigger: Ask what material it is.. Learner says 'shno had l-madda?'. Moroccan seller replies 'jeld / qoton'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day06/l04-d06-p03-normal.mp3,assets/audio/level04/day06/l04-d06-p03-slow.mp3,assets/video/level04/day06/l04-d06-p03-scene.mp4,assets/images/video-posters/level04/day06/l04-d06-p03-poster.webp,assets/images/lesson-scenes/level04/day06/l04-d06-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,6,1,الجودة والمادة,Quality and Material,L04-D06-P04,wach l-lwn ghadi ytelq?,واش اللون غادي يطلق؟,Will the color fade?,Ask if the color will fade.,"la, ma ytelqsh",This is practical for textiles and leather.,wach / l-lwn / ghadi / ytelq?,"Realistic Moroccan souk/shopping scene, Level 4 Day 6: الجودة والمادة. Show a foreign learner politely handling this situation: Ask if the color will fade.. Visual focus: the phrase 'wach l-lwn ghadi ytelq?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.","Short interactive video: learner is in a Moroccan souk/shop during 'الجودة والمادة'. Trigger: Ask if the color will fade.. Learner says 'wach l-lwn ghadi ytelq?'. Moroccan seller replies 'la, ma ytelqsh'. End with a clear action showing the shopping interaction resolved.",assets/audio/level04/day06/l04-d06-p04-normal.mp3,assets/audio/level04/day06/l04-d06-p04-slow.mp3,assets/video/level04/day06/l04-d06-p04-scene.mp4,assets/images/video-posters/level04/day06/l04-d06-p04-poster.webp,assets/images/lesson-scenes/level04/day06/l04-d06-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,6,1,الجودة والمادة,Quality and Material,L04-D06-P05,warini ahsan jawda aafak,وريني أحسن جودة عافاك,Show me the best quality.,Ask for the best quality.,hadi hiya l-ahsan,Good for comparing before negotiating price.,warini / ahsan / jawda / aafak,"Realistic Moroccan souk/shopping scene, Level 4 Day 6: الجودة والمادة. Show a foreign learner politely handling this situation: Ask for the best quality.. Visual focus: the phrase 'warini ahsan jawda aafak' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'الجودة والمادة'. Trigger: Ask for the best quality.. Learner says 'warini ahsan jawda aafak'. Moroccan seller replies 'hadi hiya l-ahsan'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day06/l04-d06-p05-normal.mp3,assets/audio/level04/day06/l04-d06-p05-slow.mp3,assets/video/level04/day06/l04-d06-p05-scene.mp4,assets/images/video-posters/level04/day06/l04-d06-p05-poster.webp,assets/images/lesson-scenes/level04/day06/l04-d06-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,7,1,مراجعة الأسبوع 1: تفاوض ذكي,Week 1 Review: Smart Bargain,L04-D07-P01,bshhal hada?,بشحال هادا؟,How much is this?,Review price question.,khamsin dirham,First review phrase for every market visit.,bshhal / hada?,"Realistic Moroccan souk/shopping scene, Level 4 Day 7: مراجعة الأسبوع 1: تفاوض ذكي. Show a foreign learner politely handling this situation: Review price question.. Visual focus: the phrase 'bshhal hada?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'مراجعة الأسبوع 1: تفاوض ذكي'. Trigger: Review price question.. Learner says 'bshhal hada?'. Moroccan seller replies 'khamsin dirham'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day07/l04-d07-p01-normal.mp3,assets/audio/level04/day07/l04-d07-p01-slow.mp3,assets/video/level04/day07/l04-d07-p01-scene.mp4,assets/images/video-posters/level04/day07/l04-d07-p01-poster.webp,assets/images/lesson-scenes/level04/day07/l04-d07-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,7,1,مراجعة الأسبوع 1: تفاوض ذكي,Week 1 Review: Smart Bargain,L04-D07-P02,ghali bzaf,غالي بزاف,It is too expensive.,Review too expensive.,nqes lik shwiya,Say it with a smile.,ghali / bzaf,"Realistic Moroccan souk/shopping scene, Level 4 Day 7: مراجعة الأسبوع 1: تفاوض ذكي. Show a foreign learner politely handling this situation: Review too expensive.. Visual focus: the phrase 'ghali bzaf' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'مراجعة الأسبوع 1: تفاوض ذكي'. Trigger: Review too expensive.. Learner says 'ghali bzaf'. Moroccan seller replies 'nqes lik shwiya'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day07/l04-d07-p02-normal.mp3,assets/audio/level04/day07/l04-d07-p02-slow.mp3,assets/video/level04/day07/l04-d07-p02-scene.mp4,assets/images/video-posters/level04/day07/l04-d07-p02-poster.webp,assets/images/lesson-scenes/level04/day07/l04-d07-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,7,1,مراجعة الأسبوع 1: تفاوض ذكي,Week 1 Review: Smart Bargain,L04-D07-P03,shno akhir taman?,شنو آخر ثمن؟,What is the last price?,Review last price.,hada akhir taman,A closing phrase for bargaining.,shno / akhir / taman?,"Realistic Moroccan souk/shopping scene, Level 4 Day 7: مراجعة الأسبوع 1: تفاوض ذكي. Show a foreign learner politely handling this situation: Review last price.. Visual focus: the phrase 'shno akhir taman?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'مراجعة الأسبوع 1: تفاوض ذكي'. Trigger: Review last price.. Learner says 'shno akhir taman?'. Moroccan seller replies 'hada akhir taman'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day07/l04-d07-p03-normal.mp3,assets/audio/level04/day07/l04-d07-p03-slow.mp3,assets/video/level04/day07/l04-d07-p03-scene.mp4,assets/images/video-posters/level04/day07/l04-d07-p03-poster.webp,assets/images/lesson-scenes/level04/day07/l04-d07-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,7,1,مراجعة الأسبوع 1: تفاوض ذكي,Week 1 Review: Smart Bargain,L04-D07-P04,wach kayn kber?,واش كاين كبر؟,Do you have bigger?,Review size.,kayn,Useful for clothes and shoes.,wach / kayn / kber?,"Realistic Moroccan souk/shopping scene, Level 4 Day 7: مراجعة الأسبوع 1: تفاوض ذكي. Show a foreign learner politely handling this situation: Review size.. Visual focus: the phrase 'wach kayn kber?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'مراجعة الأسبوع 1: تفاوض ذكي'. Trigger: Review size.. Learner says 'wach kayn kber?'. Moroccan seller replies 'kayn'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day07/l04-d07-p04-normal.mp3,assets/audio/level04/day07/l04-d07-p04-slow.mp3,assets/video/level04/day07/l04-d07-p04-scene.mp4,assets/images/video-posters/level04/day07/l04-d07-p04-poster.webp,assets/images/lesson-scenes/level04/day07/l04-d07-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,7,1,مراجعة الأسبوع 1: تفاوض ذكي,Week 1 Review: Smart Bargain,L04-D07-P05,"wakha, ghadi nakhdo",واخا، غادي ناخدو,"Okay, I will take it.",Review acceptance.,bssahtk,Close the deal clearly.,wakha / ghadi nakhdo,"Realistic Moroccan souk/shopping scene, Level 4 Day 7: مراجعة الأسبوع 1: تفاوض ذكي. Show a foreign learner politely handling this situation: Review acceptance.. Visual focus: the phrase 'wakha, ghadi nakhdo' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.","Short interactive video: learner is in a Moroccan souk/shop during 'مراجعة الأسبوع 1: تفاوض ذكي'. Trigger: Review acceptance.. Learner says 'wakha, ghadi nakhdo'. Moroccan seller replies 'bssahtk'. End with a clear action showing the shopping interaction resolved.",assets/audio/level04/day07/l04-d07-p05-normal.mp3,assets/audio/level04/day07/l04-d07-p05-slow.mp3,assets/video/level04/day07/l04-d07-p05-scene.mp4,assets/images/video-posters/level04/day07/l04-d07-p05-poster.webp,assets/images/lesson-scenes/level04/day07/l04-d07-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,8,2,الخضر والشراء اليومي,Vegetables and Small Food Buying,L04-D08-P01,bghit kilo dyal btata,بغيت كيلو ديال بطاطا,I want one kilo of potatoes.,Ask for one kilo of potatoes.,wakha,Kilo buying is common in local markets.,bghit / kilo / dyal / btata,"Realistic Moroccan souk/shopping scene, Level 4 Day 8: الخضر والشراء اليومي. Show a foreign learner politely handling this situation: Ask for one kilo of potatoes.. Visual focus: the phrase 'bghit kilo dyal btata' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'الخضر والشراء اليومي'. Trigger: Ask for one kilo of potatoes.. Learner says 'bghit kilo dyal btata'. Moroccan seller replies 'wakha'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day08/l04-d08-p01-normal.mp3,assets/audio/level04/day08/l04-d08-p01-slow.mp3,assets/video/level04/day08/l04-d08-p01-scene.mp4,assets/images/video-posters/level04/day08/l04-d08-p01-poster.webp,assets/images/lesson-scenes/level04/day08/l04-d08-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,8,2,الخضر والشراء اليومي,Vegetables and Small Food Buying,L04-D08-P02,3tini nos kilo aafak,عطيني نص كيلو عافاك,"Give me half a kilo, please.",Ask for half kilo.,wakha,Half-kilo is useful for short stays.,3tini / nos / kilo / aafak,"Realistic Moroccan souk/shopping scene, Level 4 Day 8: الخضر والشراء اليومي. Show a foreign learner politely handling this situation: Ask for half kilo.. Visual focus: the phrase '3tini nos kilo aafak' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'الخضر والشراء اليومي'. Trigger: Ask for half kilo.. Learner says '3tini nos kilo aafak'. Moroccan seller replies 'wakha'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day08/l04-d08-p02-normal.mp3,assets/audio/level04/day08/l04-d08-p02-slow.mp3,assets/video/level04/day08/l04-d08-p02-scene.mp4,assets/images/video-posters/level04/day08/l04-d08-p02-poster.webp,assets/images/lesson-scenes/level04/day08/l04-d08-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
